"Program","Year","Period","Week Ending","State","State ANSI","Fruit","ORGANIC","Organic detail","Category","Chemical","Amount","Value","CV (%)"
"SURVEY",2024,"WEEK #27",2024-07-07,"CONNECTICUT","09","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT GOOD","NOT SPECIFIED",NA,45,NA
"SURVEY",2024,"WEEK #27",2024-07-07,"CONNECTICUT","09","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2024,"WEEK #27",2024-07-07,"CONNECTICUT","09","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT VERY POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2024,"WEEK #27",2024-07-07,"MAINE","23","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT EXCELLENT","NOT SPECIFIED",NA,50,NA
"SURVEY",2024,"WEEK #27",2024-07-07,"MAINE","23","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT FAIR","NOT SPECIFIED",NA,16,NA
"SURVEY",2024,"WEEK #27",2024-07-07,"MAINE","23","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT GOOD","NOT SPECIFIED",NA,34,NA
"SURVEY",2024,"WEEK #27",2024-07-07,"MAINE","23","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2024,"WEEK #27",2024-07-07,"MAINE","23","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT VERY POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2024,"WEEK #27",2024-07-07,"MASSACHUSETTS","25","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT EXCELLENT","NOT SPECIFIED",NA,50,NA
"SURVEY",2024,"WEEK #27",2024-07-07,"MASSACHUSETTS","25","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT FAIR","NOT SPECIFIED",NA,5,NA
"SURVEY",2024,"WEEK #27",2024-07-07,"MASSACHUSETTS","25","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT GOOD","NOT SPECIFIED",NA,45,NA
"SURVEY",2024,"WEEK #27",2024-07-07,"MASSACHUSETTS","25","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2024,"WEEK #27",2024-07-07,"MASSACHUSETTS","25","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT VERY POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2024,"WEEK #27",2024-07-07,"NEW HAMPSHIRE","33","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT EXCELLENT","NOT SPECIFIED",NA,0,NA
"SURVEY",2024,"WEEK #27",2024-07-07,"NEW HAMPSHIRE","33","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT FAIR","NOT SPECIFIED",NA,0,NA
"SURVEY",2024,"WEEK #27",2024-07-07,"NEW HAMPSHIRE","33","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT GOOD","NOT SPECIFIED",NA,100,NA
"SURVEY",2024,"WEEK #27",2024-07-07,"NEW HAMPSHIRE","33","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2024,"WEEK #27",2024-07-07,"NEW HAMPSHIRE","33","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT VERY POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2024,"WEEK #27",2024-07-07,"RHODE ISLAND","44","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT EXCELLENT","NOT SPECIFIED",NA,50,NA
"SURVEY",2024,"WEEK #27",2024-07-07,"RHODE ISLAND","44","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT FAIR","NOT SPECIFIED",NA,5,NA
"SURVEY",2024,"WEEK #27",2024-07-07,"RHODE ISLAND","44","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT GOOD","NOT SPECIFIED",NA,45,NA
"SURVEY",2024,"WEEK #27",2024-07-07,"RHODE ISLAND","44","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2024,"WEEK #27",2024-07-07,"RHODE ISLAND","44","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT VERY POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2024,"WEEK #27",2024-07-07,"VERMONT","50","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT EXCELLENT","NOT SPECIFIED",NA,100,NA
"SURVEY",2024,"WEEK #27",2024-07-07,"VERMONT","50","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT FAIR","NOT SPECIFIED",NA,0,NA
"SURVEY",2024,"WEEK #27",2024-07-07,"VERMONT","50","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT GOOD","NOT SPECIFIED",NA,0,NA
"SURVEY",2024,"WEEK #27",2024-07-07,"VERMONT","50","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2024,"WEEK #27",2024-07-07,"VERMONT","50","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT VERY POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2023,"MARKETING YEAR",NA,"CALIFORNIA","06","STRAWBERRIES",NA,NA,"PRICE RECEIVED, MEASURED IN $ / CWT","NOT SPECIFIED",NA,121,NA
"SURVEY",2023,"MARKETING YEAR",NA,"CALIFORNIA","06","STRAWBERRIES","FRESH MARKET",NA,"PRICE RECEIVED, MEASURED IN $ / CWT","NOT SPECIFIED",NA,NA,NA
"SURVEY",2023,"MARKETING YEAR",NA,"CALIFORNIA","06","STRAWBERRIES","PROCESSING",NA,"PRICE RECEIVED, MEASURED IN $ / CWT","NOT SPECIFIED",NA,NA,NA
"SURVEY",2023,"MARKETING YEAR",NA,"FLORIDA","12","STRAWBERRIES",NA,NA,"PRICE RECEIVED, MEASURED IN $ / CWT","NOT SPECIFIED",NA,147,NA
"SURVEY",2023,"MARKETING YEAR",NA,"FLORIDA","12","STRAWBERRIES","FRESH MARKET",NA,"PRICE RECEIVED, MEASURED IN $ / CWT","NOT SPECIFIED",NA,NA,NA
"SURVEY",2023,"MARKETING YEAR",NA,"FLORIDA","12","STRAWBERRIES","PROCESSING",NA,"PRICE RECEIVED, MEASURED IN $ / CWT","NOT SPECIFIED",NA,NA,NA
"SURVEY",2023,"WEEK #22",2023-06-04,"CONNECTICUT","09","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT EXCELLENT","NOT SPECIFIED",NA,0,NA
"SURVEY",2023,"WEEK #22",2023-06-04,"CONNECTICUT","09","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT FAIR","NOT SPECIFIED",NA,35,NA
"SURVEY",2023,"WEEK #22",2023-06-04,"CONNECTICUT","09","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT GOOD","NOT SPECIFIED",NA,65,NA
"SURVEY",2023,"WEEK #22",2023-06-04,"CONNECTICUT","09","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2023,"WEEK #22",2023-06-04,"CONNECTICUT","09","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT VERY POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2023,"WEEK #22",2023-06-04,"MAINE","23","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT EXCELLENT","NOT SPECIFIED",NA,0,NA
"SURVEY",2023,"WEEK #22",2023-06-04,"MAINE","23","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT FAIR","NOT SPECIFIED",NA,75,NA
"SURVEY",2023,"WEEK #22",2023-06-04,"MAINE","23","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT GOOD","NOT SPECIFIED",NA,25,NA
"SURVEY",2023,"WEEK #22",2023-06-04,"MAINE","23","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2023,"WEEK #22",2023-06-04,"MAINE","23","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT VERY POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2023,"WEEK #22",2023-06-04,"MASSACHUSETTS","25","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT EXCELLENT","NOT SPECIFIED",NA,0,NA
"SURVEY",2023,"WEEK #22",2023-06-04,"MASSACHUSETTS","25","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT FAIR","NOT SPECIFIED",NA,35,NA
"SURVEY",2023,"WEEK #22",2023-06-04,"MASSACHUSETTS","25","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT GOOD","NOT SPECIFIED",NA,65,NA
"SURVEY",2023,"WEEK #22",2023-06-04,"MASSACHUSETTS","25","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2023,"WEEK #22",2023-06-04,"MASSACHUSETTS","25","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT VERY POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2023,"WEEK #22",2023-06-04,"NEW HAMPSHIRE","33","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT EXCELLENT","NOT SPECIFIED",NA,0,NA
"SURVEY",2023,"WEEK #22",2023-06-04,"NEW HAMPSHIRE","33","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT FAIR","NOT SPECIFIED",NA,50,NA
"SURVEY",2023,"WEEK #22",2023-06-04,"NEW HAMPSHIRE","33","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT GOOD","NOT SPECIFIED",NA,50,NA
"SURVEY",2023,"WEEK #22",2023-06-04,"NEW HAMPSHIRE","33","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2023,"WEEK #22",2023-06-04,"NEW HAMPSHIRE","33","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT VERY POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2023,"WEEK #22",2023-06-04,"RHODE ISLAND","44","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT EXCELLENT","NOT SPECIFIED",NA,0,NA
"SURVEY",2023,"WEEK #22",2023-06-04,"RHODE ISLAND","44","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT FAIR","NOT SPECIFIED",NA,0,NA
"SURVEY",2023,"WEEK #22",2023-06-04,"RHODE ISLAND","44","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT GOOD","NOT SPECIFIED",NA,100,NA
"SURVEY",2023,"WEEK #22",2023-06-04,"RHODE ISLAND","44","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2023,"WEEK #22",2023-06-04,"RHODE ISLAND","44","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT VERY POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2023,"WEEK #22",2023-06-04,"VERMONT","50","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT EXCELLENT","NOT SPECIFIED",NA,0,NA
"SURVEY",2023,"WEEK #22",2023-06-04,"VERMONT","50","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT FAIR","NOT SPECIFIED",NA,100,NA
"SURVEY",2023,"WEEK #22",2023-06-04,"VERMONT","50","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT GOOD","NOT SPECIFIED",NA,0,NA
"SURVEY",2023,"WEEK #22",2023-06-04,"VERMONT","50","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2023,"WEEK #22",2023-06-04,"VERMONT","50","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT VERY POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2023,"WEEK #23",2023-06-11,"CONNECTICUT","09","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT EXCELLENT","NOT SPECIFIED",NA,0,NA
"SURVEY",2023,"WEEK #23",2023-06-11,"CONNECTICUT","09","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT FAIR","NOT SPECIFIED",NA,30,NA
"SURVEY",2023,"WEEK #23",2023-06-11,"CONNECTICUT","09","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT GOOD","NOT SPECIFIED",NA,70,NA
"SURVEY",2023,"WEEK #23",2023-06-11,"CONNECTICUT","09","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2023,"WEEK #23",2023-06-11,"CONNECTICUT","09","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT VERY POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2023,"WEEK #23",2023-06-11,"MAINE","23","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT EXCELLENT","NOT SPECIFIED",NA,0,NA
"SURVEY",2023,"WEEK #23",2023-06-11,"MAINE","23","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT FAIR","NOT SPECIFIED",NA,80,NA
"SURVEY",2023,"WEEK #23",2023-06-11,"MAINE","23","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT GOOD","NOT SPECIFIED",NA,20,NA
"SURVEY",2023,"WEEK #23",2023-06-11,"MAINE","23","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2023,"WEEK #23",2023-06-11,"MAINE","23","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT VERY POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2023,"WEEK #23",2023-06-11,"MASSACHUSETTS","25","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT EXCELLENT","NOT SPECIFIED",NA,0,NA
"SURVEY",2023,"WEEK #23",2023-06-11,"MASSACHUSETTS","25","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT FAIR","NOT SPECIFIED",NA,60,NA
"SURVEY",2023,"WEEK #23",2023-06-11,"MASSACHUSETTS","25","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT GOOD","NOT SPECIFIED",NA,40,NA
"SURVEY",2023,"WEEK #23",2023-06-11,"MASSACHUSETTS","25","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2023,"WEEK #23",2023-06-11,"MASSACHUSETTS","25","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT VERY POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2023,"WEEK #23",2023-06-11,"NEW HAMPSHIRE","33","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT EXCELLENT","NOT SPECIFIED",NA,0,NA
"SURVEY",2023,"WEEK #23",2023-06-11,"NEW HAMPSHIRE","33","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT FAIR","NOT SPECIFIED",NA,0,NA
"SURVEY",2023,"WEEK #23",2023-06-11,"NEW HAMPSHIRE","33","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT GOOD","NOT SPECIFIED",NA,100,NA
"SURVEY",2023,"WEEK #23",2023-06-11,"NEW HAMPSHIRE","33","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2023,"WEEK #23",2023-06-11,"NEW HAMPSHIRE","33","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT VERY POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2023,"WEEK #23",2023-06-11,"RHODE ISLAND","44","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT EXCELLENT","NOT SPECIFIED",NA,0,NA
"SURVEY",2023,"WEEK #23",2023-06-11,"RHODE ISLAND","44","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT FAIR","NOT SPECIFIED",NA,0,NA
"SURVEY",2023,"WEEK #23",2023-06-11,"RHODE ISLAND","44","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT GOOD","NOT SPECIFIED",NA,100,NA
"SURVEY",2023,"WEEK #23",2023-06-11,"RHODE ISLAND","44","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2023,"WEEK #23",2023-06-11,"RHODE ISLAND","44","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT VERY POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2023,"WEEK #23",2023-06-11,"VERMONT","50","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT EXCELLENT","NOT SPECIFIED",NA,0,NA
"SURVEY",2023,"WEEK #23",2023-06-11,"VERMONT","50","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT FAIR","NOT SPECIFIED",NA,100,NA
"SURVEY",2023,"WEEK #23",2023-06-11,"VERMONT","50","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT GOOD","NOT SPECIFIED",NA,0,NA
"SURVEY",2023,"WEEK #23",2023-06-11,"VERMONT","50","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2023,"WEEK #23",2023-06-11,"VERMONT","50","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT VERY POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2023,"WEEK #24",2023-06-18,"CONNECTICUT","09","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT EXCELLENT","NOT SPECIFIED",NA,0,NA
"SURVEY",2023,"WEEK #24",2023-06-18,"CONNECTICUT","09","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT FAIR","NOT SPECIFIED",NA,30,NA
"SURVEY",2023,"WEEK #24",2023-06-18,"CONNECTICUT","09","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT GOOD","NOT SPECIFIED",NA,68,NA
"SURVEY",2023,"WEEK #24",2023-06-18,"CONNECTICUT","09","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT POOR","NOT SPECIFIED",NA,2,NA
"SURVEY",2023,"WEEK #24",2023-06-18,"CONNECTICUT","09","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT VERY POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2023,"WEEK #24",2023-06-18,"MAINE","23","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT EXCELLENT","NOT SPECIFIED",NA,0,NA
"SURVEY",2023,"WEEK #24",2023-06-18,"MAINE","23","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT FAIR","NOT SPECIFIED",NA,55,NA
"SURVEY",2023,"WEEK #24",2023-06-18,"MAINE","23","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT GOOD","NOT SPECIFIED",NA,45,NA
"SURVEY",2023,"WEEK #24",2023-06-18,"MAINE","23","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2023,"WEEK #24",2023-06-18,"MAINE","23","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT VERY POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2023,"WEEK #24",2023-06-18,"MASSACHUSETTS","25","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT EXCELLENT","NOT SPECIFIED",NA,0,NA
"SURVEY",2023,"WEEK #24",2023-06-18,"MASSACHUSETTS","25","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT FAIR","NOT SPECIFIED",NA,30,NA
"SURVEY",2023,"WEEK #24",2023-06-18,"MASSACHUSETTS","25","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT GOOD","NOT SPECIFIED",NA,68,NA
"SURVEY",2023,"WEEK #24",2023-06-18,"MASSACHUSETTS","25","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT POOR","NOT SPECIFIED",NA,2,NA
"SURVEY",2023,"WEEK #24",2023-06-18,"MASSACHUSETTS","25","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT VERY POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2023,"WEEK #24",2023-06-18,"NEW HAMPSHIRE","33","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT EXCELLENT","NOT SPECIFIED",NA,0,NA
"SURVEY",2023,"WEEK #24",2023-06-18,"NEW HAMPSHIRE","33","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT FAIR","NOT SPECIFIED",NA,0,NA
"SURVEY",2023,"WEEK #24",2023-06-18,"NEW HAMPSHIRE","33","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT GOOD","NOT SPECIFIED",NA,100,NA
"SURVEY",2023,"WEEK #24",2023-06-18,"NEW HAMPSHIRE","33","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2023,"WEEK #24",2023-06-18,"NEW HAMPSHIRE","33","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT VERY POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2023,"WEEK #24",2023-06-18,"RHODE ISLAND","44","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT EXCELLENT","NOT SPECIFIED",NA,0,NA
"SURVEY",2023,"WEEK #24",2023-06-18,"RHODE ISLAND","44","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT FAIR","NOT SPECIFIED",NA,0,NA
"SURVEY",2023,"WEEK #24",2023-06-18,"RHODE ISLAND","44","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT GOOD","NOT SPECIFIED",NA,90,NA
"SURVEY",2023,"WEEK #24",2023-06-18,"RHODE ISLAND","44","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT POOR","NOT SPECIFIED",NA,10,NA
"SURVEY",2023,"WEEK #24",2023-06-18,"RHODE ISLAND","44","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT VERY POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2023,"WEEK #24",2023-06-18,"VERMONT","50","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT EXCELLENT","NOT SPECIFIED",NA,0,NA
"SURVEY",2023,"WEEK #24",2023-06-18,"VERMONT","50","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT FAIR","NOT SPECIFIED",NA,100,NA
"SURVEY",2023,"WEEK #24",2023-06-18,"VERMONT","50","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT GOOD","NOT SPECIFIED",NA,0,NA
"SURVEY",2023,"WEEK #24",2023-06-18,"VERMONT","50","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2023,"WEEK #24",2023-06-18,"VERMONT","50","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT VERY POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2023,"WEEK #25",2023-06-25,"CONNECTICUT","09","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT EXCELLENT","NOT SPECIFIED",NA,0,NA
"SURVEY",2023,"WEEK #25",2023-06-25,"CONNECTICUT","09","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT FAIR","NOT SPECIFIED",NA,39,NA
"SURVEY",2023,"WEEK #25",2023-06-25,"CONNECTICUT","09","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT GOOD","NOT SPECIFIED",NA,60,NA
"SURVEY",2023,"WEEK #25",2023-06-25,"CONNECTICUT","09","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT POOR","NOT SPECIFIED",NA,1,NA
"SURVEY",2023,"WEEK #25",2023-06-25,"CONNECTICUT","09","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT VERY POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2023,"WEEK #25",2023-06-25,"MAINE","23","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT EXCELLENT","NOT SPECIFIED",NA,0,NA
"SURVEY",2023,"WEEK #25",2023-06-25,"MAINE","23","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT FAIR","NOT SPECIFIED",NA,50,NA
"SURVEY",2023,"WEEK #25",2023-06-25,"MAINE","23","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT GOOD","NOT SPECIFIED",NA,50,NA
"SURVEY",2023,"WEEK #25",2023-06-25,"MAINE","23","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2023,"WEEK #25",2023-06-25,"MAINE","23","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT VERY POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2023,"WEEK #25",2023-06-25,"MASSACHUSETTS","25","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT EXCELLENT","NOT SPECIFIED",NA,0,NA
"SURVEY",2023,"WEEK #25",2023-06-25,"MASSACHUSETTS","25","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT FAIR","NOT SPECIFIED",NA,50,NA
"SURVEY",2023,"WEEK #25",2023-06-25,"MASSACHUSETTS","25","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT GOOD","NOT SPECIFIED",NA,50,NA
"SURVEY",2023,"WEEK #25",2023-06-25,"MASSACHUSETTS","25","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2023,"WEEK #25",2023-06-25,"MASSACHUSETTS","25","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT VERY POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2023,"WEEK #25",2023-06-25,"NEW HAMPSHIRE","33","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT EXCELLENT","NOT SPECIFIED",NA,0,NA
"SURVEY",2023,"WEEK #25",2023-06-25,"NEW HAMPSHIRE","33","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT FAIR","NOT SPECIFIED",NA,0,NA
"SURVEY",2023,"WEEK #25",2023-06-25,"NEW HAMPSHIRE","33","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT GOOD","NOT SPECIFIED",NA,100,NA
"SURVEY",2023,"WEEK #25",2023-06-25,"NEW HAMPSHIRE","33","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2023,"WEEK #25",2023-06-25,"NEW HAMPSHIRE","33","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT VERY POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2023,"WEEK #25",2023-06-25,"RHODE ISLAND","44","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT EXCELLENT","NOT SPECIFIED",NA,0,NA
"SURVEY",2023,"WEEK #25",2023-06-25,"RHODE ISLAND","44","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT FAIR","NOT SPECIFIED",NA,100,NA
